index,type,line
9754,true,the nebula BLANK is rejoicing in your pain
9755,true,currently BLANK skill is in activation
9756,false,you know about stage transformation
9757,false,everyone ive told you already this isnt a game like BLANK
9758,false,gget up hurry
9759,true,due to the influence of the worldline the connection to your avatar has been cut off
9760,true,the constellation BLANK has placed 0 coins on the constellation BLANK
9761,false,you are a splendid constellation do you think you can contend with olympus
9762,true,demon king BLANK has been defeated in the regional conflict
9763,true,your incarnation body isnt suitable for expressing your status
9764,true,some constellations are looking forward to the martial arts competition
9765,true,your reincarnation circuit is subject to the wheel of time
9766,false,they are beings that have received my memories
9767,true,a fragment of the BLANK has been revealed to the world
9768,false,please end the BLANK
9769,true,channel by0s all broadcast screens have been blocked
9770,false,indeed this battlefield is vast however how long will you be able to run away
9771,true,constellations of the absolute good system are looking at you
9772,true,judge BLANK is digging his ear as if he cant be bothered
9773,false,it is briareus alone it is said he lost half his hundredhanders
9774,true,you have entered the interstellar city BLANK
9775,true,constellation who likes to change genders adds that this favour is nothing serious
9776,false,you might be a constellation but you havent escaped from the mentality of a human a constellation doesnt dwell on such trivial history
9777,false,the odds of the random boxes are terrible will you be okay
9778,false,asmodeus
9779,false,hahahaha this is it as per our agreement i shall be the first one to confirm whats beyond the BLANK
9780,false,something is writhing around in the hottest place in hell
9781,true,conference venue is disintegrating
9782,true,a problem has occurred in the system
9783,true,the fourth wall is looking at you with greedy eyes
9784,false,when you say BLANK could you be
9785,false,young man how much did you earn
9786,false,mere humans going against a great star
9787,true,the constellation BLANK rejoices in your resurrection
9788,true,this scenario has a time limit
9789,true,the constellation BLANK is pulling out a handful of his hair from the stress
9790,true,you are currently the prince of the NEBULA
9791,false,you speak as if all yogoes are victims but not all of them are wrongly thrust into their positions some among them had never worked hard once in their lives while some carry evil intentions and choose to hurt others therefore it is quite obvious that they will never become the main characters
9792,true,main scenario 0  proof of the stars has arrived
9793,true,the skill has exceeded the talent of the incarnation body
9794,true,a road that looks like a BLANK
9795,false,im not saying that in fact i hate those guys
9796,true,NEBULA has announced your new status
9797,true,the demon king BLANK is spitting at your status
9798,true,a portion of the audience is
9799,false,where is the legal zone you were talking about
9800,false,dont expect much this is a world with a bunch of sword masters and 0th circle magicians
9801,false,in order to reach my objective i require kim dokjas presence
9802,true,BLANK is getting even thicker
9803,true,currently the nebula NEBULA possesses the qualification to enter the final scenario
9804,false,0s gaze was redirected to the tongtians battlefield something that the great sage and NEBULA had created events of this universe that had never happened before
9805,true,you are currently imprisoned for committing a criminal offense on the legal zone
9806,true,emergency combat system is activating
9807,false,ah let me call you again
9808,true,the constellation BLANK is looking at you with crazy eyes
9809,true,0th regional conflict has concluded
9810,false,no wait a minute hey constellation what are you doing
9811,true,the constellation BLANK is watching the end of the 0rd demon realm
9812,true,you have acquired 0 coins through the rise of your popularity
9813,true,BLANK is now looking at your existence
9814,true,BLANK is bearing its own name
9815,true,nebula NEBULA is supporting NEBULA
9816,false,but you why
9817,true,youre recommended to exit the scenario area immediately
9818,false,scribe
9819,true,great dokkaebi BLANK has currently selected NEBULA
9820,false,i wont act as a nanny like i did at the constellation banquet this time i want to see you act with your own strength
