type,line
false,why do you all look like that werent you yapping on happily among yourselves without the protagonist of BLANK me present earlier
false,its not over yet
true,the constellation BLANK hates complicated things
true,you no longer have to complete the scenarios
true,the helper BLANK has fainted
false,now now shouldnt there be a reward for overcoming the hardships as a reward for the first scenario you are entitled to the sponsorship of the BLANK waahhh how about it arent you looking forward to it hmm you are all unenthusiastic this is really a big deal
true,the fragment of the story BLANK is showing hostility to atrocious war god
false,this battlefield is for you
false,this childs soul didnt come to the BLANK no his soul didnt go to any of the afterlives found in the other worldviews
false,the regression constraints
false,the NEBULA is it
false,im a constellation
true,you have failed the scenario
true,all your stats have exceeded 0
true,story BLANK is shining brightly
true,giant story BLANK has achieved perfect unity with the scenario
false,you all do not have a choice either you help us put an end to NEBULAs story or
false,demon viscount noslocke
true,the constellation BLANK is avoiding the eyes of her incarnation
true,the BLANK of the BLANK is opening up
true,you are currently in the expedition area of island 0 find a village with guides
true,the constellation BLANK is convinced of your judgment
true,the story BLANK is moving according to the will of demon king amdusias
true,judge BLANK is complaining about the whereabouts of his BLANK
true,0st turns BLANK is staying vigilant of you
false,that reminds me an angel of eden says that you are interested in sodomy
false,indeed i can bend my taste if it is this beautiful body
true,nebula NEBULAs lords of the nine stars are descending to the scenario
true,all BLANK have gathered in one place
false,i heard that youths of the korean peninsula become independent early in their lives but i guess i was wrong
true,the constellation BLANK is looking at yoo joonghyuks sponsor
false,you will have the same fate
true,giant story BLANK has started the story
true,the story BLANK is partially in effect
true,your status is narrativegrade
false,im lying
true,story BLANK is resisting against your change
